date,time,link,title,description,keywords,locations,base_location,weather,politics,accident,economics,health,score,intensity
04-08-2023,08:30:00,https://www.thehindu.com/sci-tech/energy-and-environment/explained-why-is-the-biological-diversity-bill-facing-opposition/article67154114.ece,Explained | Why is the Biological Diversity Bill facing opposition?,story far 1st August Rajya Sabha passed Biological Diversity Amendment Bill 2021 amid walkout opposition parties week cleared Lok Sabha Act aims conserve biodiversity promote sustainable use equitable sharing benefits arise therein Amendments proposed Bill however odds aim discussions Rajya Sabha Environment Minister Bhupender Yadav explicitly spoke ease business promotion AYUSH industry Ayurveda Yoga Naturopathy Unani Siddha Homeopathy reasons government bringing forth amendmentsThe Bill exempts codified traditional knowledge AYUSH industry benefit sharing denying local communities benefits accessing biological resources term codified traditional knowledge lacks clear definition leading potential exploitation Experts regard exemption regressive reason legislation enacted first place ensure fair equitable sharing benefits thereby contributing conservation sustainable use biodiversity decriminalises offences proposes monetary penalties instead raising concerns resource exploitationIt important bear mind proposed relaxations come time Act hasnt even implemented full 2022 investigation Centre Science Environment showed many States data available money received companies traders access benefit sharing cases money collected wasnt shared local communities 2016 study legal researchers showed many difficulties cropped many States comes implementing provisions Act especially related access benefit sharing issues also challenged high courts National Green Tribunal industry unhappy regulations run courts sought relaxations Consider 2016 case Uttarakhand Biodiversity Board sent notice Divya Pharmacy part Baba Ramdevs Patanjali Yog Peeth Trust stating company violation Act using biological resources without prior intimation Board company challenged notice Uttarakhand high court although ultimately lost case 2015 representatives Gujarats Ayurveda industry urged central government provide relief sector postponing implementation access benefit sharing provisions response Environment Minister Prakash Javadekar said industry deposit amount towards provisions exemption granted precedents amendments proposed ease businessIn fact Statement Objects Reasons section Bill clearly states concerns raised stakeholders representing Indian system medicine sector seed sector industry sector research sector urging simplify streamline reduce compliance burden order encourage conducive environment collaborative research investments simplify patent application process 2nd August Rajya Sabha also cleared Forest Conservation Amendment Bill severely limits conservation scope Act Read together two Bills part larger trend dilution environmental regulations underway country especially since COVID pandemic Environment Ministry given precedence ease business rather mandate protect environment cause concern,forest mind resource odds order read unhappy wasnt many application act reason bill access board investigation statement research monetary sector industry relief collaborative encourage compliance consider court cause related pharmacy data central arise regard tribunal conducive benefit national promotion use business time violation naturopathy trend baba st scope covid ministry process seed clear therein minister system run response environment sought concern environmental country conservation case term simplify pandemic yoga thereby traditional legislation science mandate aim burden government equitable precedence notice amount towards regressive legal patent green local intimation important study sustainable exemption definition forth streamline medicine full fact august available dilution money opposition story ease place exploitation part high implementation homeopathy potential company biological bear diversity trust deposit amendment week section protect,Uttarakhand,Uttarakhand,0,1,1,1,1,0.9936,high
04-08-2023,08:14:43,https://www.thehindu.com/news/national/other-states/indias-image-tarnished-on-global-level-says-akhilesh/article67153951.ece,"India's image tarnished on global level, says Akhilesh",Targeting Bharatiya Janata Party BJP death ninth Cheetah Kuno National Park Samajwadi Party SP president Akhilesh Yadav Thursday said Indias image tarnished international level due deathsWho responsible death 9th cheetah Kuno National Park busy promoting event considering symbol power BJP government Due Indias image tarnished internationally talk death countries animals came said Mr YadavEarlier SP chief described deaths administrative murder said BJP brought political demonstration responsibility provide safe environment free diseases mutual conflictsKuno National Park Madhya Pradesh witnessed death one adult cheetah Wednesday brought Namibia September last year Project Cheetah ambitious intercontinental cheetah translocation programme initiated India aimed introduce African cheetahs grassland habitats India effort reestablish species extincted India 1952 Six adult cheetahs relocated South Africa Namibia three cubs born Kuno National Park died since March year,year administrative ambitious image murder safe cheetah level national power park symbol responsibility south translocation talk project march death responsible due free political specie last government ninth busy event intercontinental six mutual president th demonstration adult party effort chief international environment grassland,India,India,0,1,1,0,0,-0.7906,high
04-08-2023,08:11:51,https://www.thehindu.com/news/national/other-states/jdu-pushes-for-nitish-kumars-to-contest-election-from-uttar-pradesh-in-2024-lok-sabha-poll/article67154112.ece,JD(U) pushes for Nitish Kumar's to contest election from Uttar Pradesh in 2024 Lok Sabha poll,Opposition alliance Indian National Developmental Inclusive Alliance INDIA taking shape Janata DalU Thursday pushed candidature Bihar Chief Minister Nitish Kumar constituency Uttar Pradesh want contest seat sizeable Kurmi population 2024 Lok Sabha election Speaking Hindu JDU incharge Uttar Pradesh Bihar Rural Development Minister Shrawon Kumar Thursday said party workers State common people want Mr Nitish fight one seat Uttar Pradesh like Phulpur Pratapgarh Ambedkar Nagar Mirzapur send message across Hindi Heartland 2024 interesting note seats high number Kurmi electorate Bihar Chief Minister belongs Kurmi casteNot State unit common people Uttar Pradesh met want NitishJi contest seat Uttar Pradesh demanding candidature Phulpur Mirzapur Ambedkar Nagar etc said Mr Kumar close aide Bihar Chief Minister JDU Uttar Pradesh incharge added development model Mr Nitish widely discussed State among marginalised sections like OBCs Scheduled Castes communities Samajwadi Party SP principal Opposition party Uttar Pradesh part INDIA alliance said decision Mr Kumar contesting State made consultations SP leadership Decisions regarding taken SP leader AkhileshJi due consultation INDIA parties Till deliberations NitishJis candidature said Sunil Singh Yadav SP National Spokesperson Hindu Proponents idea say Kurmi Mr Kumar would instrumental bringing chunk votes favour Opposition alliance State Kurmis influential OBC caste group sizeable presence least 10 Lok Sabha seats Eastern Central Uttar Pradesh,message singh developmental made idea consultation instrumental eastern interesting national candidature decision influential election till speaking model shape seat heartland note chunk sizeable common close due development opposition aide principal part least rural high alliance people state presence inclusive leadership minister number fight party chief send contest leader unit group central population,Uttar Pradesh Bihar,Uttar Pradesh,0,1,1,0,0,0.9638,high
04-08-2023,08:08:04,https://www.thehindu.com/news/national/be-alert-against-fraudulent-activity-of-wizcorp-edtech-warns-cbse/article67154766.ece,"Be alert against fraudulent activity of Wizcorp Edtech, warns CBSE",CBSE stated come notice Wizcorp using letter falsely attributed CBSE secure various government tenders contracts schoolsThe letter question never issued CBSE representative suggesting otherwise fraudulent misleading CBSE stated warningIt says schools particularly Maharashtra educational institutions urged exercise caution interactions Wizcorp CBSE held responsible financial losses incurred due consideration acceptance fake counterfeit letter,consideration acceptance government caution representative counterfeit question letter notice financial responsible fraudulent due educational various secure,Maharashtra,Maharashtra,0,1,0,0,0,-0.5267,moderate
04-08-2023,08:06:31,https://www.thehindu.com/news/cities/kolkata/bjp-attempting-to-hack-evms-for-2024-elections-mamata-alleges/article67154810.ece,"BJP attempting to hack EVMs for 2024 elections, Mamata alleges",Alleging Bharatiya Janata Party BJP attempting hack electronic voting machines EVM ahead 2024 Lok Sabha elections West Bengal Chief Minister Mamata Banerjee said issue would discussed next meeting Opposition parties INDIA IndianNational DevelopmentalAlliance InclusiveAlliance banner BJP already begun planning 2024 elections making various arrangements hack electronic voting machines used elections received information already found evidence also looking discussed next meeting INDIA alliance members whenever date finalised Ms Banerjee told journalists State SecretariatShe made remarks responding question journaliston research paper suggesting possible manipulation 2019 Lok Sabha pollsThe Trinamool Congress chairperson also alleged saffron party may use violence achieve electoral outcomes favour Violence always part BJPs dictionary Ms Banerjee saidShe asserted Opposition INDIA bloc would save country disaster communal tension unemployment winning 2024 Lok Sabha electionsINDIA win 2024 election form government save country disaster communal tension unemployment Ms Banerjee saidThe CM also noted petrol pump attendants made wear saffron uniformsSaffron mark devotion sacrifice purity People accept used symbol oppressionshe saidResponding remarks Chief Minister West Bengal BJP spokesperson Samik Bhattacharya said Ms Banerjee making statements party facing defeat next Lok Sabha pollsShe Ms Banerjee always favour ballot papers EVMs easier manipulate ballots eat ballot papers Mr Bhattacharya said recently concluded panchayat polls West Bengal instance ballot papers thrown ponds cases candidates tried eat ballot papers,violence date electronic pump panchayat next country use symbol dictionary election form electoral bloc information ballot mark devotion unemployment communal various opposition west sacrifice meeting government research disaster part wear save voting banner defeat thrown people instance state question eat manipulation paper purity minister congress possible evidence easier accept party chief tension petrol issue manipulate,West Bengal,West Bengal,0,1,1,0,0,0.6808,moderate
04-08-2023,07:58:01,https://www.thehindu.com/news/national/kerala/saji-cherian-to-inaugurate-modernisation-work-of-fishing-harbour/article67154655.ece,Saji Cherian to inaugurate modernisation work of fishing harbour,Speaking media KV Sumesh MLA Thursday said government sanctioned 2536 crore project auction shed locker rooms boundary wall internal roads canteen building parking area toilet block fisheries office drinking water supply system among plans work expected completed 2025 added encourage cargo movement Azhikkal port Ports department would hold talks traders including coffee exporters Coorg MLA said Next month discussion held chairmanship Ports Minister said Mr Sumesh said expects construction Azhikal international green field port start next yearHe explained construction done three phases cost Rs 3698 crore port construction 857 acres land Azhikode panchayat 609 acres land Matool panchayat surveyed demarcated,start canteen month panchayat next movement cost construction parking land speaking locker department project coffee medium block drinking water wall government internal toilet crore hold encourage discussion office port area minister chairmanship system green cargo field auction international supply work boundary,,India,1,1,1,1,1,0.1027,low
04-08-2023,07:56:11,https://www.thehindu.com/news/national/other-states/kuki-organisation-flays-manipur-university-for-issuing-admission-notice-without-tackling-issues-of-displaced-students/article67154278.ece,Kuki organisation flays Manipur University for issuing admission notice without tackling issues of displaced students,GUWAHATIThe Kuki Students Organisation General Headquarters KSOGHQ slammed Manipur University initiating process fresh admissions without first addressing problems faced 400 displaced students research scholarsThe university issued notice recently opening admission various postgraduate programmes integrated courses admission process opened physical mode ongoing conflict situation made impossible Kukis go Imphal Valley let alone Manipur University organisation saidAll Kuki students staff faculty members exit university mob riots campus since May 3 KSOGHQ said statement Thursday Naga students also evacuated mob destroyed personal belongings certificates books theses laptops gadgets tribal studentsManipur University become inaccessible students staff faculties belonging Kuki community State failed miserably protect university authorities first addressed issue 400 displaced students including 80 research scholars starting admission process organisation saidSteps also taken protect careers tribal students facilitating online examinations handling certificates Fresh admission enabled hill areas continuation higher education Kuki community arranged KSOGHQ saidSlamming university losing Central University character becoming Meiteispecific KSOGHQ appealed Kuki students apply admission unless alternative arrangements riotaffected tribal people madeWe condemn insensitivity Manipur University authorities strongest terms organisation saidOn hand Imphalbased Central Agriculture University made alternative arrangements 40 Mizoram students willing go Manipur view prevailing ethnic violence,situation staff faculty conflict exit ethnic violence fresh tribal become agriculture naga hand admission character insensitivity personal community view postgraduate higher university various mode statement education alternative campus research hill impossible inaccessible general let physical people state process notice central condemn willing mob headquarters continuation valley issue may,Manipur,Manipur,0,1,1,0,0,-0.903,high
04-08-2023,07:49:59,https://www.thehindu.com/news/national/kerala/govt-to-focus-on-world-class-research-on-health-kerala-cm/article67155423.ece,Govt. to focus on world-class research on health: Kerala CM,inaugurating twoday international conference Biomedical translational research organised State Higher Education Council Sree Chitra Tirunal Institute Health Sciences Technology Kerala Medical Technology Consortium ThursdayMr Vijayan said though Kerala par many developed nations far indicators health fronts concerned health research Kerala remained abysmal low governments intent focus would improving States potential worldclass research health recent times many health issues coming Kerala serious health researchers need pay attention Chronic diseases noncommunicable diseases rising alarming pace Kerala saidEconomic inequities growing population elderly increased need developing special care facilities States geriatric population newer challenges rising KeralaIt important healthcare system reinvents constantly infusion fresh knowledge uses new wisdom solve real life problems people translational research becomes one crucial areas State make serious investment Mr Vijayan saidThe basic cause pathology many health issues Kerala continues elude researchers government thus intends improve research facilities medical colleges higher education institutions State research done States specific challenges addedIt important research becomes integral part medical education government also striving establish multidisciplinary research labs biomedical institutions State equip institutions conduct basic research infectious diseases continue one major challenges StateThe government already taken first steps set Centre Excellence genomics research biobanking big data facility Mr Vijayan claimed research institutions need guidance wisdom worldclass researchers like Salim Yusuf worldrenowned cardiologist epidemiologist McMaster University Canada originally Kottarakara Kerala Mr Vijayan saidThe government process devising programme titled Brain Gain wherein erudite scholars West like Dr Yusuf would invited offer knowledge assistance saidMr Vijayan said State huge repository medical data would made available medical researchers strict privacy clauses presented Kairali Global Achievement Award Dr Yusuf function Health Minister Veena George presided functionMinister Higher Education R Bindu said governments policy would build knowledge economy touches human livesJames Spudich Professor Medicine Stanford University Rajan Gurukkal Vice Chairman KSHEC Mohanan Kunnummal Vice Chancellor Kerala University Health Sciences C Padmakumar Special Officer Kerala Medical Technology Consortium Director SCTIMST Sanjay Behari spoke occasion,knowledge facility infectious director many pathology economy human epidemiologist life research guidance r offer people recent equip noncommunicable cause par infusion international data focus population fresh geriatric conference crucial erudite policy basic conduct chitra investment chronic special brain chancellor officer specific function consortium process wisdom minister system low make global pay huge occasion excellence professor assistance real privacy health care big west education government integral cardiologist medical canada state translational strict award institute important intent chairman pace major wherein medicine achievement new available higher university serious abysmal part gain potential council continue vice technology c attention elude,Kerala,Kerala,1,1,1,1,1,0.9909,high
04-08-2023,07:42:06,https://www.thehindu.com/news/national/armoury-looted-policeman-killed-in-separate-incidents-in-manipur/article67155353.ece,"Armoury looted, policeman killed in separate incidents in Manipur",incidents come day ahead Supreme Court hearing matter first incident took place Bishnupur district mob looted automatic weapons second Indian Reserve Battalion IRB Naransena number weapons looted armoury known Since beginning ethnic violence Kuki Meitei community 4000 weapons lakhs ammunition looted police stations armouries little 1600 weapons recovered Also Read Manipur ethnic violence armed conflict war womenAn AK47 rifle several light machine guns hand grenades bullet proof jackets 19000 round ammunition robbed complaint filed police stated large number armed miscreants individuals came 4045 light vehicles foot numbering around 500 overpowered sentry main gate quarter guard broke two doors battalion armed kote looted large numbers arms ammunition munitions accessoriesPolice said 327 rounds ammunition 20 tears smoke shell fired control mobMany women men gathered around 12 km away protest tribal groups call mass burial 35 KukiZo peoplewho killed ethnic violence erupted State May 3 protesters led women tried storm way area burial planned stopped Rapid Action Force RAF Army protesters hurled bricks wooden logs RAF fired tear gas shells empty rounds air disperse mob according report India Today TV report showed Manipur police personnel firing Central forces retaliation Several women injured armoury looted kilometres away protest site Though burial called Union Home Ministry intervened spoke tribal leaders protesters wanted proceed area said field government notified land Kuki groups claim land lies Churachandpur district Meitei claim belongs Bishnupur district area mix Kuki Meitei population till May 3 turned buffer zone deployment Central forces second incident took place Kourtuk Imphal WestKangpokpi border whereone personnel 6 Manipur Rifles identified Rishi 48 shot head armed miscreants hill areas far 150 persons killed ongoing violence 54000 persons displaced Curfew relaxations Imphal East Imphal East withdrawn andrestrictions imposed day precautionary measure night curfew throughout Imphal valley Relaxation given 5 12 noon,complaint ethnic gas little ak air first tear read storm site till shot community tried large incident court light protest deployment central population withdrawn measure conflict hearing day east munition though arm control matter supreme mass notified relaxation disperse ammunition battalion ministry main second quarter rapid valley spoke may proof buffer gate violence foot force call army head hand sentry land retaliation reserve curfew noon government hill claim rifle state empty zone round union personnel rishi report men precautionary border proceed shell wooden automatic machine war burial way place police come today action area district number mob mix home field several night,India Imphal Manipur,Imphal,1,1,1,1,0,-0.996,high
04-08-2023,07:18:09,https://www.thehindu.com/news/national/kerala/kannur-university-develops-a-side-effect-free-drugs-lead-for-rheumatoid-arthritis/article67155419.ece,Kannur University develops a side effect free drugs-lead for rheumatoid arthritis,article published scientific journal Scientific Reports Nature Portfolio Journals new compound requires onetwelfth dose nonsteroidal antiinflammatory drugs NSAIDs prescribed various diseases ameliorate inflammatoryconditions check progress diseases said press releaseHowever NSAIDs ideal long term side effects especially liver toxicity However team researchers university developed medicinal compound obtained medicinal herb Pashanbhed scientifically known asBergenia Ligulata methyl gallate Also known Kalluruki Kallur vanchi herb used Ayurveda many ailmentsAccording study experiments conducted animals including rats show side effectsHowever 7 years research preclinical research using compound Methyl Gallate Synthetic Derivative1 MGSD1 drug completed clinical research possible drug companies ready investThe composite developed research team consisting led byPro ViceChancellor Prof Sabu Haridas andCS Saranya principal experimenter members Professor E Jayadevi Dr J Abhithaj Dr G Arun Kumar Dr Koti Reddy Eeda University Science Dr Vignesh Bhatt Mangalore University,prof progress check study professor ready team synthetic reddy many compound j term clinical press experimenter new nature effect e article gallate university science various ideal scientific principal research journal portfolio preclinical medicinal methyl ameliorate side possible drug toxicity composite derivative g herb,,India,0,1,0,0,0,0.8271,high
04-08-2023,07:15:24,https://www.thehindu.com/news/national/kerala/notification-on-seaport-airport-road-extension-to-be-published-on-september-30/article67155454.ece,Notification on Seaport-Airport Road extension to be published on September 30,Survey subdivision documents handed land acquisition officer weeks time following basic value report readied Following land handed RBDCK implementing agency roads extension attendees meeting included District Collector NSK Umesh Anwar Sadath MLA related development Minister Industries P Rajeeve directed officials concerned speed development HMT Junction Kalamassery visiting junction Thursday feasibility readying foot overbridge probed considering demand members public proposal regard submitted KEL addition KMRL KRFB would jointly execute project beautify junction Mr Rajeeve said directed removal cables posed danger road users,agency beautify foot feasibility acquisition land time danger project junction collector subdivision development meeting report proposal value removal survey officer demand overbridge minister district extension speed p addition public road,,India,0,1,1,1,0,0.2023,low
04-08-2023,06:44:48,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-debt-increased-during-naidus-tenure-not-jagans-says-buggana-rajendranath-reddy/article67154936.ece,"Andhra Pradesh debt increased during Naidu's tenure, not Jagan's, says Buggana Rajendranath Reddy",response opposition partys criticism debts State government Buggana Rajendranath Reddy Finance Minister said total borrowings State government 201923 stood 177 lakh croreAddressing press conference Secretariat Thursday said Union government Parliament revealed details State governments debts response question TDP leaders total outstanding liability State government stood 264 lakh crore 2019 increased 442 lakh crore 2023 means last four years actual debt State government 177 lakh croreBuggana Rajendranath ReddyFinance Minister Andhra PradeshHe said revealed Union Finance Minister Nirmala Sitharaman Parliament four days back said per statement Union government total outstanding liability State government stood 264 lakh crore 2019 increased 442 lakh crore 2023 means last four years actual debt State government 177 lakh croreHe said Andhra Pradeshs debt increased tenure former Chief Minister Nara Chandrababu Naidu YSRCP government Going back numbers Mr Rajendranath Reddy said 168 debts increased yearonyear first term Mr Chandrababu Naidu 17 second term 147 third tenure Whereas yearonyear debts increased 9 regime Dr YS Rajasekhar Reddy 124 governance Chief Minister YS Jagan Mohan Reddy said despite two years COVID19 pandemic problems State government performed well added average revenue deficit State last four years 27 half countrys average revenue deficit periodWith respect revenue deficit State present government performed well compared TDPs previous regime said 201419 average Revenue Deficit India around 25 Andhra Pradesh 24 means tenure TDP Revenue Deficit equal country hand Revenue Deficit country 48 2019 corresponding period 27in Andhra Pradesh means Revenue Deficit Andhra Pradesh half countrys statistics saidFurther Fiscal Deficit State government also reduced added Mr Rajendranath said 201419 45 whereas last four years came 4Despite knowing facts available public domain released RBI CAG central government others TDP BJP Jana Sena political parties misleading people State finances criticisedThe Finance Minister added opposition leaders unnecessarily criticising government debts saying debts amounted 10 lakh crore last four years also said government borrowings corporations others also propagated opposition parties,equal governance secretariat total conference liability parliament day half first period criticism country reddy hand third whereas regime term statistic deficit press previous finance debt available opposition revenue average political statement last outstanding government respect present domain covid crore people state actual question fiscal minister cag former union chief second response tenure back public central,Andhra Pradesh India,Andhra Pradesh,0,1,0,1,1,-0.8074,high
04-08-2023,06:44:16,https://www.thehindu.com/news/national/andhra-pradesh/grand-sobha-yatra-taken-out-ahead-of-maha-yagam/article67154713.ece,Grand 'Sobha Yatra' taken out ahead of Maha Yagam,grand procession name Sobha Yatra taken temple city Thursday connection Mahalakshmi Maha Yagam scheduled conducted August 3 9The procession started Rama Thulasi Kalyana Mandapam culminated Shri Convention Centre venue grand ritual event conducted Jhalaria Peeth pontiff Shri Ghanshyamacharyaji Maharaj connection holy month observed Shri Purushotham Maas MahotsavThe Jhalaria Peeth headquartered Didwana Nagaur district Rajasthan instrumental spreading Sri Vaishnava school thought across North India constructing managing Lakshminarayan temples monastery chose Tirupati abode Lord Venkateswara grand event Mahalakshmi Maha Yagam performed grand scale 225 Kunds Shrimat Bhagavat Katha also rendered throughout week,procession month the bhagavat connection instrumental sri scale maha north pontiff ritual name august city school abode convention temple monastery lord holy event district katha week venue grand,Rajasthan Tirupati,Rajasthan,0,0,0,0,0,0.9001,high
04-08-2023,06:42:51,https://www.thehindu.com/news/national/andhra-pradesh/realtors-look-for-much-needed-government-support-says-credai-leader/article67154304.ece,"Realtors look for much-needed government support, says CREDAI leader",Confederation Real Estate Developers Association India CREDAI Srikakulam district president Harika Prasad implored State government come aid crisisridden construction industrySpeaking Hindu Thursday Mr Prasad 26 years experience real estate said many builders shelved new projects due hiking prices sand construction materials said cost sand skyrocketing Srikakulam even though Nagavali Vamsadhara rivers vicinity tractor load sand costs around 4000 couple years ago available 1500 Private companies handle mines collecting unprecedentedly high charges stone chips construction materials government relax norms give muchneeded impetus construction industry saidMr Prasad said 35 new apartment projects way Srikakulam number might go 80 government instils confidence among small mediumrange builders struggle mobilise funds new projects government also consider reducing stamp registration fees become burdensome buyers forced shell least 15 lakh registration even small flatHarika PrasadCREDAI Srikakulam district presidentThe government also consider reducing stamp registration fees become burdensome buyers forced shell least 15 lakh registration even small flat added added many builders hesitating take new projects hike land value Almost every year government enhances land market values although actual values much lower makes owners sell land market value putting additional burden builders cascading effect buyers added urged government request cement steel companies stabilise rates boost realty sector places Currently cement bag sold 360 tonne steel sold 60000 per tonne escalation rates hamper industry growth Mr Prasad said added sector crucial provides direct indirect employment thousands people Srikakulam parts State,year lower impetus stamp cement crucial small become burdensome confidence market growth estate private construction real cost shell vicinity mine many couple land request value new way effect boost available steel due almost stone chip employment registration burden fund government bag least sector give indirect confederation struggle industry people state currently actual flat direct tractor every apartment president district consider number hamper realty association additional sand load,Srikakulam,Srikakulam,0,1,1,0,0,-0.128,low
04-08-2023,06:37:47,https://www.thehindu.com/news/cities/Visakhapatnam/yanadis-tribe-less-visible-and-left-out-in-andhra-pradesh/article67146116.ece,Yanadis tribe: Less visible and left out in Andhra Pradesh,bandicoot tries scoot Marre Ramudus perfectlyaimed shot head catapult leaves writhing 10yearold pins ground killing repeated blows throws small fire kindled little bits wood space outside home shed inhabited family seven others roasts bandicoot whole little sister Gowreswari watches sparkle eyes noon theyll least one meal todayThe siblings relish feast cousin village Telaprolu Cheruvu Katta village pond drink water wash clothes defecate around water body village Krishna district Andhra Pradesh 30 km Vijayawada city luck smiles get eat meat cat squirrel monitor lizard says looking sister busy poking tender meat nailsThe village Unguturu mandal Vijayawada revenue division home small settlements impoverished Yenadi community Scheduled Tribe also called Yanadi Andhra Pradesh highest population among 34 tribal groups State scattered across mandals Nellore Chittoor forming hubs Yenadi dwellings drinking water connections electricity supply houses waste road reaching doorstep units mostly fourbyfivefoot shelters sufficient seat five members stench garbage everywhere Ramudu Gowreswari two seven children emaciated Katari Nagamani sitting floor home unused Panchayat structure youngest twoyearold daughter seated lap heaps old clothes floor around Theres stench human overcrowding rain adds mustiness enclosed space visible parts Nagamanis body bear scars burns cuts wounds testimony domestic violence subjected husband Paparao addicted alcohol stopped going work hands injured road accident years ago sits idle whole day drinks liquor beats children valid reason says Nagamani showing marks head injuries addicted cheap liquor Yanadi dwellings mostly fourbyfivefoot shelters crammed many children drinking water connections electricity supply Photo Credit GN Rao families living singleroom concrete shed local panchayat department children Samrajyam matriarch According villagers made home expelled noncompliance rule book Yenadi Colony 2 km away 100 families live Samrajyam squats sandy ground garbage strewn around Governments come go plight change continue live like ancestors says bitterly ancestors huntergatherers forest barriers trees concrete diminished began take menial jobs much changed since large number work ragpickersA narrow dirt track leads cluster 15 houses Sanjeev lives ST Scheduled Tribe colony tucked away Punadipadu village Kankipadu mandal Krishna district Andhra Pradesh pathway turns slush pit rains houses built uneven surface small spaces enclosed two sides gunny sacks old saris covered top sack cloth old sheets plastics better use tarpaulin held wooden rods want go school father says possible Aadhaar card boy says ruefully Among 18 Yenadi families living colony Kathi Guravaiah wife Chenchamma managed jostle way local panchayati raj department work sweepers hope benefit government welfare schemes housing health sectors future couples sons Anjaneyulu 21 Lakshmaiah 20 school dropouts walk around friends colony wielding catapults kill birds squirrelsThe rest colony dependent garbage dump yard Even break dawn rummaging around plastic tins metal pieces discarded material make anywhere 200 300 selling local scrap dealer Trapped cycle poverty children start picking trash mounds garbage earlySometimes hungry eat leftover food garbage bins admits nineyearold Bandi Sanjeev ST Scheduled Tribe colony Dogs wander around garbage pile also looking foodOnly education change lives future says Jones Manikonda social worker enrolled Yanadi children evening tuition sessions runs Adarsh Education Centres 60 places including 13 Vijayawada city four neighbouring Telangana collaboration local NGOs also distributes used clothes stationery children Yenadis tribe Andhra Pradesh living extreme conditions poverty social exclusion Photo Credit GN Rao NGOs working break cycle poverty among tribe undivided opinion winning trust community challenge took multiple visits several awareness sessions persuade parents enrol children education centres says Manikonda Chenchu colony Pottipadu village Kesarapalli panchayat Gannavaram mandal Krishna district Nallabuthala Jakri Yanadi community excited two monitor lizards father trapped preying small fish father caught exclaims pointing container reptiles rough scales patches body forked tongue similar snakes Jakri goes government school cousin Asiyelu often gets beaten alcoholic father going work earn money tell staff develop rapport parents first able bond children need education facilities says Swarna Kodali project manager One Way Mission NGO working Pottipadu since 2000 organisation runs two separate orphan homes boys girls established Best High School English medium institution children coming Pottipadu Telaprolu Suravaram Ponukumadu Bandadagudem Atkuru villages children get enrolled ready handhold till end higher education ones interested studies shifted vocational skills section says children Telaprolu settlement go begging surrounding areas Kodali says evening schools conducted staff awareness programmes distribution groceries clothes aimed preventing seeking alms Many parents trapped vicious debt cycle borrowing money private lenders often target women says Owing nomadic lifestyle families migrate one city making difficult governments capture data reach help support Migration children families leaves education system Navajeevan Bala Bhavan home children need care support established Vijayawada city January 1989 designed special programme Punaruthejam Resurgence set bridge schools evening tuition centres help Yenadi children join regular schoolsThe government trying bring community beneficiaries fold ST Corporation collaborated NGO Care develop app called Kabo Collect prepare accurate data Yenadi population State exercise completed 50 villages NTR district visit Yenadi settlements feedback status immediate needs explore best approach tribe says Rukmangadaiah Executive Officer ST Corporation ST Welfare Employment Officer NTR district date 86 families community identified beneficiaries State governments housing scheme allocated houses Raja Rajeswaripet Vijayawadas suburbs beneficiaries occupy houses hopeful encourage others also apply welfare schemes designed says Rukmangadaiah adding challenges government determined put place effective mechanism overcome shortcomings end perennial cycle poverty Governments come go plight change continue live like ancestorsSamrajyamA Yenadi woman,apply pond fire extreme forest little manager housing first woman gunny support surface many whole till welfare card shot end luck city alcoholic community reason human tribe plight handhold vicious vocational target corporation perennial tarpaulin sack visible metal encourage live rest immediate matriarch eat accident sparkle large fold cloth possible old capture stationery wander want tender scheme supply staff data rough idle population bond cluster plastic date outside jostle day tribal better structure yard able benefit enrol squirrel use unused monitor special separate rapport highest project interested debt mission distribution hope ground hungry multiple bandicoot break revenue bandi st cousin cycle concrete garbage injured difficult officer status wash collaboration pathway floor catapult tell daughter poverty son system hopeful much make dependent bridge caught mustiness reach pit cheap migrate violence trapped book tongue menial help small panchayat owing worker bring ready waste scale drink private head work valid feast dealer sufficient best opinion awareness doorstep health care school effective persuade wood prepare medium mechanism body living scrap drinking noon education wound employment pile government visit least busy defecate raja exercise testimony state sandy collect side wife earn meat settlement rule leftover executive division local sister credit liquor road scoot challenge domestic space alcohol slush need heap container top walk clothes wooden village department meal feedback rain alms way material colony boy higher money evening dog water place change noncompliance family husband high dump food join overcome narrow session dawn tuition trash social continue institution track exclusion district number stench similar home begging fish trust resurgence several future regular migration photo there nomadic electricity section,Telangana Vijayawada Andhra Pradesh,Vijayawada,1,1,1,1,1,0.9655,high
